Sample,Method,Dataset,Window,Signal,Median,STD,RMS,IQR,Skewness,Kurtosis,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,MotionDuration,FFTEnergy,SpectralCentroid,Bandwidth,SpectralEntropy
median_motion_001,median,motion,1,q_mean,0.029974254270704097,0.01794326421843148,0.03437140826523652,0.030949677427899447,0.1887696043297498,-0.9787285831897803,0.3024367887707058,6,0.04829441906830837,0.024565118764919097,50.78125,130,10.550009097295545,0.31166951442029417,0.4584890090677591,4.111749704282934
median_motion_002,median,motion,2,amp_mean,0.0778027346218701,0.13572316868043713,0.19063501580222625,0.20691174865155693,1.0540346144797919,-0.15997501942449333,9.303477567978252,3,0.3537709175347068,0.3015496324191312,34.765625,89,603.6120027752277,0.3304760011076779,0.47514236209980565,4.0659935534230565
median_motion_002,median,motion,2,amp_std,0.0036066319126291,0.0040693190441914015,0.006020121330963834,0.0044242581447672,1.6437325621075278,4.438377593660199,0.009277916374918597,6,0.009069923388389316,0.003975773112973134,37.890625,97,0.542568502068709,1.183535357807787,1.2889647356101597,6.077328529492542
median_motion_002,median,motion,2,amp_max,0.05484684746610915,0.1649219006281868,0.22741901316397659,0.22460534964484744,1.0683821198481325,0.18647259000619432,13.240168332410102,4,0.33961526140063814,0.21989394743531837,42.578125,109,891.2479893899598,0.777330492072327,1.141864074105793,5.2034570253812
median_motion_002,median,motion,2,phase_std,0.0258692973713405,0.09380692073642424,0.1197562217846144,0.11064135318043512,1.1528437313473834,-0.36031411848603456,3.6714374799681924,2,0.24942632359250855,0.17057742526986053,29.296875,75,288.3426930878231,0.8582027054665435,1.187375222658269,5.401807452669749
median_motion_002,median,motion,2,i_mean,0.02143499963864145,0.01919743813005679,0.03279294108694472,0.020755933311941848,0.9324622013434221,-0.13468969400255348,0.27529650819374774,5,0.047284309246559644,0.020923513322642102,38.671875,99,12.076287945259466,0.6615294715227577,1.026792113757026,4.805353574061192
median_motion_002,median,motion,2,q_mean,0.024378869133068852,0.013065480726477395,0.028975407752081444,0.020270917700690075,0.3413496870108426,-0.8164776953388762,0.21493100912624166,7,0.038287235915466074,0.021526908516623058,46.484375,119,5.593714982105676,0.4167207599990874,0.6519885632060232,4.397541805746956
median_motion_003,median,motion,3,amp_mean,0.0647119338012489,0.15138617588105274,0.20612277737988757,0.28230634059786847,0.8518149831816686,-0.8455268742188591,10.876569434828465,3,0.3956582745924753,0.37604766528340045,34.765625,89,750.9695657783936,0.32489991075434566,0.4486173506252601,4.088277430344233
median_motion_003,median,motion,3,amp_std,0.0041890581870802,0.017977858661754702,0.021183435473045874,0.009258727315510876,2.4335018131835384,4.566246768172559,0.11487691224081875,4,0.027068811148954423,0.0217943448816535,26.171875,67,10.59072818682441,0.32530458171053234,0.5006698928772055,4.187033423157212
median_motion_003,median,motion,3,amp_max,0.03774905805176625,0.11419730689349941,0.1406331102866323,0.08398699430572859,2.849591882849009,8.73924037950261,5.0630839574763735,3,0.28064781168763403,0.07220246410421982,30.859375,79,427.290790026104,1.0934122460438354,1.2965392895088024,5.971220320431566
median_motion_003,median,motion,3,phase_std,0.033360340719897755,0.08519552706539579,0.1096931486684818,0.06443310468914387,1.313142019541283,0.0881034512087977,3.0803422373902465,2,0.24942632359250855,0.2124917859199565,26.953125,69,237.83916054061348,0.3719621520427759,0.6172947251844981,4.250263350727264
median_motion_003,median,motion,3,i_mean,0.0224910712759172,0.015747744244049417,0.028818422153495504,0.015520399888947852,1.252710581911606,1.5776018362116844,0.21260837258677262,8,0.03909793062730861,0.0163936437659314,44.921875,115,8.126182702136788,0.33185607766347675,0.48015499778844506,4.243197014084119
median_motion_003,median,motion,3,q_mean,0.0132848697124975,0.012153747948240912,0.019668108655618296,0.015694415559474227,0.9426775204230584,0.23786651771728495,0.09902963151083706,6,0.03320165998590086,0.014303053799199467,38.671875,99,4.840178581499234,0.7885970901278473,1.1091041321332695,5.297413582084435
