Signal,STD,RMS,Energy,PeakCount,PeakHeight,PeakProminence,ActivityRatio,SpectralEntropy,SpectralCentroid,Bandwidth,FFTEnergy
amp_std,0.04115002672708311,0.04694404018679957,0.5641581847193223,2,0.09980331533776454,0.0223822898764247,19.921875,5.687161009280837,0.978272616922635,1.2567963086886955,55.484019212247404
amp_max,0.06554673772150765,0.08495130196779777,1.8474812687421336,2,0.19936445544989828,0.1962707642619893,23.046875,4.262557505799139,0.37245958993565853,0.6195449718517019,140.7835229508683
phase_std,0.1936835304383624,0.2376703726043614,14.460724739557373,2,0.45287030886437074,0.42396860793781393,16.40625,4.0964867022241735,0.295135893756521,0.3842531223885352,1229.2361097002592
i_mean,0.04106536814089163,0.052202465613125276,0.6976249385189188,4,0.09802952294009325,0.05116029337505245,18.75,4.248360898655324,0.3405937648496749,0.5356836415606105,55.25877320507614
q_mean,0.01615700873939054,0.02343740196273042,0.14062382355522554,6,0.03804832811646056,0.017485957941454536,39.84375,4.499337471053085,0.4229689390624613,0.6831032115604767,8.554043469151404
amp_mean,0.1068560749062932,0.13422219147625303,4.611992751280111,2,0.2938059911944517,0.26226879472686615,24.21875,4.08280617094933,0.3034360533610384,0.39830900707759537,374.15225728385855
amp_std,0.05213838240414895,0.057897292681480805,0.858136703960333,2,0.11252466187564145,0.1081382827870435,21.09375,4.115533171848567,0.3025802267621122,0.4072938467104683,89.07688621379478
amp_max,0.04844653005934729,0.06851463620933175,1.2017293759736507,3,0.14244201966357264,0.0985754661609314,28.125,5.367571322516226,0.8371349719428997,1.1656633114130144,76.90683266987101
phase_std,0.04117126726181601,0.08142911976890387,1.6974595958626533,4,0.12245506277040608,0.0839488388318638,35.546875,4.502109895091404,0.44109321770835147,0.7112683219626066,55.5440825860011
i_mean,0.04227507517467772,0.05450838316686889,0.7606179418793461,6,0.08260420995231378,0.04791855141748502,33.203125,4.447290508383418,0.4407879069438803,0.7507320140612652,58.56226049375163
q_mean,0.014263289247367278,0.021346214962755305,0.11664918866845658,6,0.0319344884887785,0.020590835729906765,39.453125,4.323612075608386,0.3335736617005827,0.3992780440296116,6.6663684554143305
amp_mean,0.0274455759357448,0.04447169195241497,0.5062992345882855,8,0.0672521680687298,0.022889198753685128,50.390625,4.372829499518096,0.40707222393905573,0.6431656025208791,24.682811753587583
